row,sp,Dataset,TraitValue,Lat,Lon,DataContributor,TraitName;;
1,Cassiope tetragona,Atqasuk,0.062,70.46,-157.42,Robert Hollister,PlantHeight;;
2,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.076,69.57536,-138.86479,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
3,Cassiope tetragona,Atqasuk,0.072,70.46,-157.42,Robert Hollister,PlantHeight;;
4,Cassiope tetragona,GLOPNET - Global Plant Trait Network Database,0.1,67.5,-152.5,Ian Wright,PlantHeight;;
5,Cassiope tetragona,Kluane Plateau,0.072,60.97135,-138.41777,Haydn Thomas,PlantHeight;;
6,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.138,69.57536,-138.86479,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
7,Cassiope tetragona,Kilpisjarvi, Finland,0.06,69.05440329,20.81852298,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2072,Vaccinium myrtillus,Kilpisjarvi, Finland,17.35765714,69.05785748,20.81509052,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2073,Vaccinium myrtillus,Kilpisjarvi, Finland,18.811,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,SLA
2074,Vaccinium myrtillus,Sheffield Database,18.7354085603113,53.4,-1.5,Johannes Cornelissen,SLA;;
2075,Vaccinium myrtillus,Kilpisjarvi, Finland,21.29219048,69.06051336,20.81442096,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2076,Vaccinium myrtillus,Abisko_Nadia,20.22047125,68.3725,18.6475,Nadia Soudzilovskaia,SLA;;
2077,Vaccinium myrtillus,Sheffield Database,16.258064516129,53.4,-1.5,Johannes Cornelissen,SLA;;
2078,Vaccinium myrtillus,LOMB,0.12,62.06711,12.24481,Tage Vowles,PlantHeight;;
2079,Vaccinium myrtillus,LOMB,0.11,62.06711,12.24481,Tage Vowles,PlantHeight;;
2080,Vaccinium myrtillus,The Netherlands Plant Traits Database,22.5150183150183,52.01,5.48,Jenny Ordonez,SLA;;
2081,Vaccinium myrtillus,LOMB,0.11,62.06711,12.24481,Tage Vowles,PlantHeight;;
2082,Vaccinium myrtillus,Abisko,15.30664063,68.32305,18.86583,Mariska Te Beest,SLA;;
2083,Vaccinium myrtillus,Filia,18.48,42.46391,0.96144,Alba Anadon-Rosell,SLA;;
2084,Vaccinium myrtillus,Stillberg,19.92854545,46.77,9.87,Janet Prevey,SLA;;
2085,Vaccinium myrtillus,The Global Leaf Traits,20.518055556,53.4,-1.5,Serge Sheremetev,SLA;;
2086,Vaccinium myrtillus,Kilpisjarvi, Finland,0.093,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,PlantHeight
2087,Vaccinium myrtillus,Abisko,0.08,68.355968,18.722872,Martin Hallinger,PlantHeight;;
2088,Vaccinium myrtillus,The Global Leaf Traits,23.299352751,53.4,-1.5,Serge Sheremetev,SLA;;
2089,Vaccinium myrtillus,LOGH,0.02,62.10253,12.34458,Tage Vowles,PlantHeight;;
2090,Vaccinium myrtillus,Abisko,0.05,68.32842,18.83924167,Mariska Te Beest,PlantHeight;;
2091,Vaccinium myrtillus,Kilpisjarvi, Finland,19.25216606,69.06829482,20.80471774,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2092,Vaccinium myrtillus,LOGH,0.02,62.10253,12.34458,Tage Vowles,PlantHeight;;
2093,Vaccinium myrtillus,Stillberg,20.4924,46.77,9.87,Janet Prevey,SLA;;
2094,Vaccinium myrtillus,Abisko & Sheffield Database,20.7515578346859,68.33,18.85,Johannes Cornelissen,SLA;;
2095,Vaccinium myrtillus,FURI,0.02,61.63542,12.6375,Tage Vowles,PlantHeight;;
2096,Vaccinium myrtillus,RIRI,0.05,67.77306,17.53611,Tage Vowles,PlantHeight;;
2097,Vaccinium myrtillus,LOGH,0.02,62.10253,12.34458,Tage Vowles,PlantHeight;;
2098,Vaccinium myrtillus,Escunhau,22.82,42.66969,0.8388,Alba Anadon-Rosell,SLA;;
2099,Vaccinium myrtillus,The Global Leaf Traits,19.222346369,53.4,-1.5,Serge Sheremetev,SLA;;
2100,Vaccinium myrtillus,The Global Leaf Traits,18.947368421,53.4,-1.5,Serge Sheremetev,SLA;;
2101,Vaccinium myrtillus,The Global Leaf Traits,19.07082153,53.4,-1.5,Serge Sheremetev,SLA;;
2102,Vaccinium myrtillus,RIRI,0.06,67.77306,17.53611,Tage Vowles,PlantHeight;;
2103,Vaccinium myrtillus,Kilpisjarvi, Finland,13.92887006,69.05734899,20.80018055,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2104,Vaccinium myrtillus,Kilpisjarvi, Finland,20.03198529,69.06623645,20.82045962,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2105,Vaccinium myrtillus,FUMB,0.05,61.64506,12.59014,Tage Vowles,PlantHeight;;
2106,Vaccinium myrtillus,Kilpisjarvi, Finland,20.66917808,69.06837226,20.80586398,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2107,Vaccinium myrtillus,FUMB,0.05,61.64506,12.59014,Tage Vowles,PlantHeight;;
2108,Vaccinium myrtillus,Ecological Flora of the British Isles,0.25,NA,NA,Henry Ford,PlantHeight;;
2109,Vaccinium myrtillus,The VISTA Plant Trait Database,18.17,62.7,11.08,Eric Garnier,SLA;;
2110,Vaccinium myrtillus,Ecological Flora of the British Isles,0.1,NA,NA,Henry Ford,PlantHeight;;
2111,Vaccinium myrtillus,Abisko,18.16455696,68.44055,18.2747,Mariska Te Beest,SLA;;
2112,Vaccinium myrtillus,European Mountain Meadows Plant Traits Database,19.3607605591038,57.25,-3.5,Michael Bahn,SLA;;
2113,Vaccinium myrtillus,The Global Leaf Traits,18.23,53.4,-1.5,Serge Sheremetev,SLA;;
2114,Vaccinium myrtillus,Kilpisjarvi, Finland,19.786175,69.05680342,20.81049567,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2115,Vaccinium myrtillus,FUMB,0.07,61.64506,12.59014,Tage Vowles,PlantHeight;;
2116,Vaccinium myrtillus,Kilpisjarvi, Finland,0.103,69.06241787,20.81646458,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2117,Vaccinium myrtillus,Kilpisjarvi, Finland,0.136,69.06241787,20.81646458,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2118,Vaccinium myrtillus,Sheffield Database,14.3333333333333,53.4,-1.5,Johannes Cornelissen,SLA;;
2119,Vaccinium myrtillus,The Netherlands Plant Traits Database,0.42,52.01,5.48,Jenny Ordonez,PlantHeight;;
2120,Vaccinium myrtillus,FURI,0.04,61.63542,12.6375,Tage Vowles,PlantHeight;;
2121,Vaccinium myrtillus,Filia,16.61,42.46391,0.96144,Alba Anadon-Rosell,SLA;;
2122,Vaccinium myrtillus,Altitudinal Vicariants Spain,23.5769230769231,43.27,-5.16,Ruben Milla,SLA;;
2123,Vaccinium myrtillus,Kilpisjarvi, Finland,0.085,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,PlantHeight
2124,Vaccinium myrtillus,TAMB,0.09,68.33694,21.32006,Tage Vowles,PlantHeight;;
2125,Vaccinium myrtillus,Kilpisjarvi, Finland,20.39547945,69.05927308,20.82736263,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2126,Vaccinium myrtillus,Kilpisjarvi, Finland,18.85520697,69.06856842,20.81208539,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2127,Vaccinium myrtillus,Kilpisjarvi, Finland,17.26204969,69.05927308,20.82736263,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2128,Vaccinium myrtillus,Kilpisjarvi, Finland,0.076,69.05758341,20.80775942,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2129,Vaccinium myrtillus,Kilpisjarvi, Finland,0.038,69.07008685,20.82800218,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2130,Vaccinium myrtillus,FURI,0.01,61.63542,12.6375,Tage Vowles,PlantHeight;;
2131,Vaccinium myrtillus,LOGH,0.04,62.10253,12.34458,Tage Vowles,PlantHeight;;
2132,Vaccinium myrtillus,FURI,0.06,61.63542,12.6375,Tage Vowles,PlantHeight;;
2133,Vaccinium myrtillus,Sheffield Database,7.32621359223301,53.4,-1.5,Johannes Cornelissen,SLA;;
2134,Vaccinium myrtillus,FURI,0.01,61.63542,12.6375,Tage Vowles,PlantHeight;;
2135,Vaccinium myrtillus,Kilpisjarvi, Finland,0.093,69.06393782,20.83234994,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2136,Vaccinium myrtillus,LORI,0.07,62.11508,12.27236,Tage Vowles,PlantHeight;;
2137,Vaccinium myrtillus,TAMB,0.07,68.33694,21.32006,Tage Vowles,PlantHeight;;
2138,Vaccinium myrtillus,The Global Leaf Traits,27.3125,43.27,-5.16,Serge Sheremetev,SLA;;
2139,Vaccinium myrtillus,TAMB,0.07,68.33694,21.32006,Tage Vowles,PlantHeight;;
2140,Vaccinium myrtillus,TAMB,0.07,68.33694,21.32006,Tage Vowles,PlantHeight;;
2141,Vaccinium myrtillus,LORI,0.04,62.11508,12.27236,Tage Vowles,PlantHeight;;
2142,Vaccinium myrtillus,Kilpisjarvi, Finland,21.19603175,69.06393782,20.83234994,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2143,Vaccinium myrtillus,FURI,0.02,61.63542,12.6375,Tage Vowles,PlantHeight;;
2144,Vaccinium myrtillus,RIRI,0.07,67.77306,17.53611,Tage Vowles,PlantHeight;;
2145,Vaccinium myrtillus,FURI,0.03,61.63542,12.6375,Tage Vowles,PlantHeight;;
2146,Vaccinium myrtillus,FURI,0.03,61.63542,12.6375,Tage Vowles,PlantHeight;;
2147,Vaccinium myrtillus,TAMB,0.08,68.33694,21.32006,Tage Vowles,PlantHeight;;
2148,Vaccinium myrtillus,FURI,0.03,61.63542,12.6375,Tage Vowles,PlantHeight;;
2149,Vaccinium myrtillus,LOMB,0.14,62.06711,12.24481,Tage Vowles,PlantHeight;;
2150,Vaccinium myrtillus,FURI,0.03,61.63542,12.6375,Tage Vowles,PlantHeight;;
2151,Vaccinium myrtillus,TAMB,0.08,68.33694,21.32006,Tage Vowles,PlantHeight;;
2152,Vaccinium myrtillus,TAMB,0.08,68.33694,21.32006,Tage Vowles,PlantHeight;;
2153,Vaccinium myrtillus,Filia,30.16,42.46391,0.96144,Alba Anadon-Rosell,SLA;;
2154,Vaccinium myrtillus,TAMB,0.08,68.33694,21.32006,Tage Vowles,PlantHeight;;
2155,Vaccinium myrtillus,FURI,0.03,61.63542,12.6375,Tage Vowles,PlantHeight;;
2156,Vaccinium myrtillus,Kilpisjarvi, Finland,22.68821918,69.06727337,20.79994421,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2157,Vaccinium myrtillus,Flora d’Italia Functional Traits Hoard (FIFTH),27.6106523809524,45.75,8.65,Bruno E. L. Cerabolini,SLA;;
2158,Vaccinium myrtillus,Filia,16.71,42.46391,0.96144,Alba Anadon-Rosell,SLA;;
2159,Vaccinium myrtillus,TAMB,0.09,68.33694,21.32006,Tage Vowles,PlantHeight;;
2160,Vaccinium myrtillus,Abisko_Nadia,17.01605643,68.3725,18.6475,Nadia Soudzilovskaia,SLA;;
2161,Vaccinium myrtillus,Kilpisjarvi, Finland,0.098,69.06856842,20.81208539,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2162,Vaccinium myrtillus,Kilpisjarvi, Finland,0.104,69.06829482,20.80471774,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2163,Vaccinium myrtillus,LOMB,0.14,62.06711,12.24481,Tage Vowles,PlantHeight;;
2164,Vaccinium myrtillus,LOMB,0.15,62.06711,12.24481,Tage Vowles,PlantHeight;;
2165,Vaccinium myrtillus,The Functional Ecology of Trees (FET) Database  - Jena,13.6986301369863,68.36,18.76,Christian Wirth,SLA;;
2166,Vaccinium myrtillus,TAMB,0.09,68.33694,21.32006,Tage Vowles,PlantHeight;;
2167,Vaccinium myrtillus,The Global Leaf Traits,14.58,53.4,-1.5,Serge Sheremetev,SLA;;
2168,Vaccinium myrtillus,The Global Leaf Traits,14.642857143,53.4,-1.5,Serge Sheremetev,SLA;;
2169,Vaccinium myrtillus,TAMB,0.1,68.33694,21.32006,Tage Vowles,PlantHeight;;
2170,Vaccinium myrtillus,Kilpisjarvi, Finland,0.038,69.06521865,20.81930648,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2171,Vaccinium myrtillus,TAMB,0.09,68.33694,21.32006,Tage Vowles,PlantHeight;;
2172,Vaccinium myrtillus,Kilpisjarvi, Finland,17.1298152,69.06086401,20.82186949,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2173,Vaccinium myrtillus,Kilpisjarvi, Finland,18.29687861,69.06186763,20.8265966,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2174,Vaccinium myrtillus,Kilpisjarvi, Finland,0.103,69.06917558,20.80554958,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2175,Vaccinium myrtillus,Altitudinal Vicariants Spain,0.18,43.27,-5.16,Ruben Milla,PlantHeight;;
2176,Vaccinium myrtillus,Abisko,0.236666667,68.34831,18.82043,Anne Milbau,SeedMass;;
2177,Vaccinium myrtillus,Altitudinal Vicariants Spain,0.19,43.27,-5.16,Ruben Milla,PlantHeight;;
2178,Vaccinium myrtillus,GLOPNET - Global Plant Trait Network Database,18.5725002288184,68,19.5,Ian Wright,SLA;;
2179,Vaccinium myrtillus,The Global Leaf Traits,28.160714286,43.27,-5.16,Serge Sheremetev,SLA;;
2180,Vaccinium myrtillus,Kilpisjarvi, Finland,23.34183206,69.06966308,20.81683778,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2181,Vaccinium myrtillus,The Global Leaf Traits,16.835294118,53.4,-1.5,Serge Sheremetev,SLA;;
2182,Vaccinium myrtillus,Filia,0.13,42.46391,0.96144,Alba Anadon-Rosell,PlantHeight;;
2183,Vaccinium myrtillus,The Global Leaf Traits,18.17,62.78,11.03,Serge Sheremetev,SLA;;
2184,Vaccinium myrtillus,FURI,0.07,61.63542,12.6375,Tage Vowles,PlantHeight;;
2185,Vaccinium myrtillus,FURI,0.1,61.63542,12.6375,Tage Vowles,PlantHeight;;
2186,Vaccinium myrtillus,Kilpisjarvi, Finland,20.27379928,69.06393782,20.83234994,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2187,Vaccinium myrtillus,TAMB,0.12,68.33694,21.32006,Tage Vowles,PlantHeight;;
2188,Vaccinium myrtillus,Stillberg,19.10681818,46.77,9.87,Janet Prevey,SLA;;
2189,Vaccinium myrtillus,Abisko,0.09,68.32842,18.83924167,Mariska Te Beest,PlantHeight;;
2190,Vaccinium myrtillus,Stillberg,0.14,46.77,9.87,Janet Prevey,PlantHeight;;
2191,Vaccinium myrtillus,LOMB,0.1,62.06711,12.24481,Tage Vowles,PlantHeight;;
2192,Vaccinium myrtillus,Altitudinal Vicariants Spain,28.1607142857143,43.27,-5.16,Ruben Milla,SLA;;
2193,Vaccinium myrtillus,LOMB,0.1,62.06711,12.24481,Tage Vowles,PlantHeight;;
2194,Vaccinium myrtillus,Kilpisjarvi, Finland,20.31037815,69.05785748,20.81509052,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2195,Vaccinium myrtillus,Abisko_Nadia,16.49617439,68.3725,18.6475,Nadia Soudzilovskaia,SLA;;
2196,Vaccinium myrtillus,Kilpisjarvi, Finland,16.80070093,69.06917558,20.80554958,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2197,Vaccinium myrtillus,Abisko_Nadia,21.28045143,68.3725,18.6475,Nadia Soudzilovskaia,SLA;;
2198,Vaccinium myrtillus,Kilpisjarvi, Finland,0.077,69.06550602,20.82696349,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2199,Vaccinium myrtillus,LOMB,0.11,62.06711,12.24481,Tage Vowles,PlantHeight;;
2200,Vaccinium myrtillus,Kilpisjarvi, Finland,19.89322981,69.06418727,20.81475824,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2201,Vaccinium myrtillus,LOGH,0.03,62.10253,12.34458,Tage Vowles,PlantHeight;;
2202,Vaccinium myrtillus,Ecological Flora of the British Isles,0.05,NA,NA,Henry Ford,PlantHeight;;
2203,Vaccinium myrtillus,The Global Leaf Traits,15.393103448,53.4,-1.5,Serge Sheremetev,SLA;;
2204,Vaccinium myrtillus,LOGH,0.06,62.10253,12.34458,Tage Vowles,PlantHeight;;
2205,Vaccinium myrtillus,Kilpisjarvi, Finland,0.053,69.06701298,20.8176447,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2206,Vaccinium myrtillus,The Global Leaf Traits,18.73540856,53.4,-1.5,Serge Sheremetev,SLA;;
2207,Vaccinium myrtillus,FURI,0.05,61.63542,12.6375,Tage Vowles,PlantHeight;;
2208,Vaccinium myrtillus,Kilpisjarvi, Finland,0.084,69.06186763,20.8265966,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2209,Vaccinium myrtillus,Abisko,0.08,68.32842,18.83924167,Mariska Te Beest,PlantHeight;;
2210,Vaccinium myrtillus,The Global Leaf Traits,16.140749149,53.4,-1.5,Serge Sheremetev,SLA;;
2211,Vaccinium myrtillus,The Global Leaf Traits,16.709558824,53.4,-1.5,Serge Sheremetev,SLA;;
2212,Vaccinium myrtillus,The Global Leaf Traits,18.17,62.78,11.03,Serge Sheremetev,SLA;;
2213,Vaccinium myrtillus,The Global Leaf Traits,20.617420066,53.4,-1.5,Serge Sheremetev,SLA;;
2214,Vaccinium myrtillus,Leaf Physiology Database,17.5,46.02,11.02,Jens Kattge,SLA;;
2215,Vaccinium myrtillus,Kilpisjarvi, Finland,0.072,69.06313115,20.8352092,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2216,Vaccinium myrtillus,LOMB,0.08,62.06711,12.24481,Tage Vowles,PlantHeight;;
2217,Vaccinium myrtillus,The Global Leaf Traits,19.162679426,53.4,-1.5,Serge Sheremetev,SLA;;
2218,Vaccinium myrtillus,Escunhau,22.45,42.66969,0.8388,Alba Anadon-Rosell,SLA;;
2219,Vaccinium myrtillus,TAMB,0.07,68.33694,21.32006,Tage Vowles,PlantHeight;;
2220,Vaccinium myrtillus,TARI,0.04,68.33922,21.17958,Tage Vowles,PlantHeight;;
2221,Vaccinium myrtillus,TARI,0.05,68.33922,21.17958,Tage Vowles,PlantHeight;;
2222,Vaccinium myrtillus,FURI,0.02,61.63542,12.6375,Tage Vowles,PlantHeight;;
2223,Vaccinium myrtillus,Escunhau,24,42.66969,0.8388,Alba Anadon-Rosell,SLA;;
2224,Vaccinium myrtillus,Kilpisjarvi, Finland,0.109,69.06485604,20.8082237,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2225,Vaccinium myrtillus,Kilpisjarvi, Finland,0.075,69.06910039,20.82713877,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2226,Vaccinium myrtillus,Kilpisjarvi, Finland,19.58188889,69.06313115,20.8352092,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2227,Vaccinium myrtillus,Kilpisjarvi, Finland,0.071,69.05758341,20.80775942,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2228,Vaccinium myrtillus,The VISTA Plant Trait Database,0.4,58.83,17.4,Eric Garnier,SeedMass;;
2229,Vaccinium myrtillus,Filia,0.17,42.46391,0.96144,Alba Anadon-Rosell,PlantHeight;;
2230,Vaccinium myrtillus,The Global Leaf Traits,13.846153846,53.4,-1.5,Serge Sheremetev,SLA;;
2231,Vaccinium myrtillus,The Global Leaf Traits,17.952,53.4,-1.5,Serge Sheremetev,SLA;;
2232,Vaccinium myrtillus,Filia,21.94,42.46391,0.96144,Alba Anadon-Rosell,SLA;;
2233,Vaccinium myrtillus,The Global Leaf Traits,17.777777778,53.4,-1.5,Serge Sheremetev,SLA;;
2234,Vaccinium myrtillus,Abisko,15.31234466,68.44055,18.2747,Mariska Te Beest,SLA;;
2235,Vaccinium myrtillus,Abisko,19.10280374,68.44055,18.2747,Mariska Te Beest,SLA;;
2236,Vaccinium myrtillus,Filia,23.62,42.46391,0.96144,Alba Anadon-Rosell,SLA;;
2237,Vaccinium myrtillus,LOGH,0.03,62.10253,12.34458,Tage Vowles,PlantHeight;;
2238,Vaccinium myrtillus,LOGH,0.03,62.10253,12.34458,Tage Vowles,PlantHeight;;
2239,Vaccinium myrtillus,FUMB,0.15,61.64506,12.59014,Tage Vowles,PlantHeight;;
2240,Vaccinium myrtillus,Filia,0.16,42.46391,0.96144,Alba Anadon-Rosell,PlantHeight;;
2241,Vaccinium myrtillus,Kilpisjarvi, Finland,0.074,69.06550602,20.82696349,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2242,Vaccinium myrtillus,Kilpisjarvi, Finland,0.076,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,PlantHeight
2243,Vaccinium myrtillus,Kilpisjarvi, Finland,21.40513158,69.06455788,20.80066203,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2244,Vaccinium myrtillus,Kilpisjarvi, Finland,0.059,69.06393782,20.83234994,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2245,Vaccinium myrtillus,Stillberg,21.168,46.77,9.87,Janet Prevey,SLA;;
2246,Vaccinium myrtillus,Kilpisjarvi, Finland,0.082,69.06186763,20.8265966,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2247,Vaccinium myrtillus,The Global Leaf Traits,22.112408759,53.4,-1.5,Serge Sheremetev,SLA;;
2248,Vaccinium myrtillus,Abisko,0.06,68.355968,18.722872,Martin Hallinger,PlantHeight;;
2249,Vaccinium myrtillus,Stillberg,16.13694118,46.77,9.87,Janet Prevey,SLA;;
2250,Vaccinium myrtillus,Estais,0.245,42.55029,1.04184,Alba Anadon-Rosell,SeedMass;;
2251,Vaccinium myrtillus,Kilpisjarvi, Finland,15.74520548,69.057084,20.81791681,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2252,Vaccinium myrtillus,Kilpisjarvi, Finland,23.3608,69.06639132,20.80265843,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2253,Vaccinium myrtillus,LOMB,0.11,62.06711,12.24481,Tage Vowles,PlantHeight;;
2254,Vaccinium myrtillus,Sheffield Database,18.23,53.4,-1.5,Johannes Cornelissen,SLA;;
2255,Vaccinium myrtillus,FURI,0.11,61.63542,12.6375,Tage Vowles,PlantHeight;;
2256,Vaccinium myrtillus,Kilpisjarvi, Finland,25.49017544,69.06639132,20.80265843,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2257,Vaccinium myrtillus,Kilpisjarvi, Finland,0.089,69.07150714,20.81281427,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2258,Vaccinium myrtillus,LORI,0.06,62.11508,12.27236,Tage Vowles,PlantHeight;;
2259,Vaccinium myrtillus,The Global Leaf Traits,19.847239264,53.4,-1.5,Serge Sheremetev,SLA;;
2260,Vaccinium myrtillus,Escunhau,22.81,42.66969,0.8388,Alba Anadon-Rosell,SLA;;
2261,Vaccinium myrtillus,LORI,0.03,62.11508,12.27236,Tage Vowles,PlantHeight;;
2262,Vaccinium myrtillus,TARI,0.01,68.33922,21.17958,Tage Vowles,PlantHeight;;
2263,Vaccinium myrtillus,TARI,0.01,68.33922,21.17958,Tage Vowles,PlantHeight;;
2264,Vaccinium myrtillus,The Global Leaf Traits,23.218604651,43.27,-5.16,Serge Sheremetev,SLA;;
2265,Vaccinium myrtillus,TAMB,0.07,68.33694,21.32006,Tage Vowles,PlantHeight;;
2266,Vaccinium myrtillus,Kilpisjarvi, Finland,18.9494127,69.06916155,20.80190587,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2267,Vaccinium myrtillus,Sheffield Database,18.23,53.4,-1.5,Johannes Cornelissen,SLA;;
2268,Vaccinium myrtillus,TAMB,0.08,68.33694,21.32006,Tage Vowles,PlantHeight;;
2269,Vaccinium myrtillus,LOMB,0.1,62.06711,12.24481,Tage Vowles,PlantHeight;;
2270,Vaccinium myrtillus,The Global Leaf Traits,18.17,62.78,11.03,Serge Sheremetev,SLA;;
2271,Vaccinium myrtillus,Kilpisjarvi, Finland,0.081,69.06917558,20.80554958,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2272,Vaccinium myrtillus,Abisko_Nadia,19.11760882,68.3725,18.6475,Nadia Soudzilovskaia,SLA;;
2273,Vaccinium myrtillus,Kilpisjarvi, Finland,0.142,69.06939894,20.80940115,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2274,Vaccinium myrtillus,Filia,23.58,42.46391,0.96144,Alba Anadon-Rosell,SLA;;
2275,Vaccinium myrtillus,Filia,24.94,42.46391,0.96144,Alba Anadon-Rosell,SLA;;
2276,Vaccinium myrtillus,LOMB,0.1,62.06711,12.24481,Tage Vowles,PlantHeight;;
2277,Vaccinium myrtillus,LORI,0.08,62.11508,12.27236,Tage Vowles,PlantHeight;;
2278,Vaccinium myrtillus,FUMB,0.14,61.64506,12.59014,Tage Vowles,PlantHeight;;
2279,Vaccinium myrtillus,Kilpisjarvi, Finland,0.092,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,PlantHeight
2280,Vaccinium myrtillus,FUMB,0.07,61.64506,12.59014,Tage Vowles,PlantHeight;;
2281,Vaccinium myrtillus,Filia,21.82,42.46391,0.96144,Alba Anadon-Rosell,SLA;;
2282,Vaccinium myrtillus,LOMB,0.08,62.06711,12.24481,Tage Vowles,PlantHeight;;
2283,Vaccinium myrtillus,The Global Leaf Traits,18.787383178,53.4,-1.5,Serge Sheremetev,SLA;;
2284,Vaccinium myrtillus,Kilpisjarvi, Finland,0.066,69.06686089,20.82774531,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2285,Vaccinium myrtillus,LOMB,0.1,62.06711,12.24481,Tage Vowles,PlantHeight;;
2286,Vaccinium myrtillus,FURI,0.04,61.63542,12.6375,Tage Vowles,PlantHeight;;
2287,Vaccinium myrtillus,Kilpisjarvi, Finland,21.22382629,69.06939894,20.80940115,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2288,Vaccinium myrtillus,Kilpisjarvi, Finland,0.09,69.06966308,20.81683778,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2289,Vaccinium myrtillus,Kilpisjarvi, Finland,16.88866171,69.06856842,20.81208539,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
2290,Vaccinium myrtillus,Stillberg,23.7965,46.77,9.87,Janet Prevey,SLA;;
2291,Vaccinium myrtillus,TAMB,0.09,68.33694,21.32006,Tage Vowles,PlantHeight;;
2292,Vaccinium myrtillus,Kilpisjarvi, Finland,0.08,69.06579264,20.8091818,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
2293,Vaccinium myrtillus,The Global Leaf Traits,18.974327628,53.4,-1.5,Serge Sheremetev,SLA;;
2294,Vaccinium myrtillus,Kilpisjarvi, Finland,19.58853428,69.06313115,20.8352092,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
